2016-02-03 20:17:06,15.42 Mbit/s
2016-02-03 20:45:01,15.78 Mbit/s
2016-02-03 21:00:01,14.93 Mbit/s
2016-02-03 21:15:01,17.06 Mbit/s
2016-02-03 21:30:01,16.41 Mbit/s
2016-02-03 21:45:01,3.76 Mbit/s
2016-02-03 22:00:01,17.41 Mbit/s
2016-02-03 22:15:01,17.27 Mbit/s
2016-02-03 22:30:01,17.19 Mbit/s
2016-02-03 22:45:01,17.40 Mbit/s
2016-02-03 23:00:01,17.27 Mbit/s
2016-02-03 23:15:02,17.04 Mbit/s
2016-02-03 23:30:01,17.42 Mbit/s
2016-02-03 23:45:01,17.47 Mbit/s
2016-02-04 00:00:01,17.33 Mbit/s
2016-02-04 00:15:02,17.45 Mbit/s
2016-02-04 00:30:01,17.43 Mbit/s
2016-02-04 00:45:01,17.46 Mbit/s
2016-02-04 01:00:01,17.48 Mbit/s
2016-02-04 01:15:01,17.47 Mbit/s
2016-02-04 01:30:01,17.46 Mbit/s
2016-02-04 01:45:01,17.47 Mbit/s
2016-02-04 02:00:01,17.40 Mbit/s
2016-02-04 02:15:01,17.46 Mbit/s
2016-02-04 02:30:01,17.46 Mbit/s
2016-02-04 02:45:02,17.46 Mbit/s
2016-02-04 03:00:01,17.47 Mbit/s
2016-02-04 03:15:01,17.48 Mbit/s
2016-02-04 03:30:01,17.48 Mbit/s
2016-02-04 03:45:01,17.47 Mbit/s
2016-02-04 04:00:01,17.47 Mbit/s
2016-02-04 04:15:02,17.48 Mbit/s
2016-02-04 04:30:01,17.48 Mbit/s
2016-02-04 04:45:01,17.48 Mbit/s
2016-02-04 05:00:01,17.49 Mbit/s
2016-02-04 05:15:01,17.46 Mbit/s
2016-02-04 05:30:01,17.46 Mbit/s
2016-02-04 05:45:01,17.46 Mbit/s
2016-02-04 06:00:01,17.46 Mbit/s
2016-02-04 06:15:01,17.37 Mbit/s
2016-02-04 06:30:02,17.47 Mbit/s
2016-02-04 06:45:01,17.48 Mbit/s
2016-02-04 07:00:01,17.47 Mbit/s
2016-02-04 12:30:02,17.41 Mbit/s
2016-02-04 12:45:01,16.94 Mbit/s
2016-02-04 13:00:02,17.46 Mbit/s
2016-02-04 13:15:01,17.46 Mbit/s
2016-02-04 13:30:01,17.24 Mbit/s
2016-02-04 13:45:01,17.43 Mbit/s
2016-02-04 14:00:01,17.44 Mbit/s
2016-02-04 14:15:01,17.41 Mbit/s
2016-02-04 14:30:01,17.46 Mbit/s
2016-02-04 14:45:01,17.37 Mbit/s
2016-02-04 15:00:01,17.42 Mbit/s
2016-02-04 15:15:01,17.05 Mbit/s
2016-02-04 15:30:02,17.43 Mbit/s
2016-02-04 15:45:01,17.40 Mbit/s
2016-02-04 16:00:01,16.82 Mbit/s
2016-02-04 16:15:01,17.47 Mbit/s
2016-02-04 16:30:01,16.84 Mbit/s
2016-02-04 16:45:01,16.78 Mbit/s
2016-02-04 17:00:02,17.11 Mbit/s
2016-02-04 17:15:01,16.79 Mbit/s
2016-02-04 17:30:01,15.03 Mbit/s
2016-02-04 17:45:01,17.16 Mbit/s
2016-02-04 18:00:01,16.71 Mbit/s
2016-02-04 18:15:01,16.69 Mbit/s
2016-02-04 18:30:01,17.10 Mbit/s
2016-02-04 18:45:01,17.20 Mbit/s
2016-02-04 19:00:02,17.33 Mbit/s
2016-02-04 19:15:01,15.53 Mbit/s
2016-02-04 19:30:01,15.52 Mbit/s
2016-02-04 19:45:01,16.72 Mbit/s
2016-02-04 20:00:01,15.46 Mbit/s
2016-02-04 20:15:01,15.46 Mbit/s
2016-02-04 20:30:01,15.83 Mbit/s
2016-02-04 20:45:01,17.06 Mbit/s
2016-02-04 21:00:01,16.70 Mbit/s
2016-02-04 21:15:01,16.85 Mbit/s
2016-02-04 21:30:01,16.89 Mbit/s
2016-02-04 21:45:01,17.11 Mbit/s
2016-02-04 22:00:01,17.36 Mbit/s
2016-02-04 22:15:01,16.68 Mbit/s
2016-02-06 11:30:01,15.68 Mbit/s
2016-02-06 11:45:01,17.42 Mbit/s
2016-02-06 11:47:20,15.54 Mbit/s
2016-02-06 12:00:01,17.34 Mbit/s
2016-02-06 12:15:01,17.45 Mbit/s
2016-02-06 12:30:01,16.52 Mbit/s
2016-02-06 13:00:01,16.33 Mbit/s
2016-02-06 13:15:02,16.98 Mbit/s
2016-02-06 13:30:01,17.36 Mbit/s
2016-02-06 13:45:01,16.21 Mbit/s
2016-02-06 14:00:01,16.92 Mbit/s
2016-02-06 14:30:01,16.62 Mbit/s
2016-02-06 14:45:01,16.74 Mbit/s
2016-02-06 15:00:01,15.98 Mbit/s
2016-02-06 15:15:01,16.79 Mbit/s
2016-02-06 15:30:01,17.01 Mbit/s
2016-02-06 15:45:01,16.92 Mbit/s
2016-02-06 15:51:50,17.41 Mbit/s
2016-02-06 21:00:01,16.32 Mbit/s
2016-02-06 21:15:01,16.38 Mbit/s
2016-02-06 21:30:02,12.50 Mbit/s
2016-02-06 21:45:02,13.68 Mbit/s
2016-02-06 22:00:02,3.67 Mbit/s
2016-02-06 22:00:01,3.67 Mbit/s
2016-02-06 22:15:02,7.56 Mbit/s
2016-02-06 22:15:02,7.56 Mbit/s
2016-02-06 22:30:02,8.39 Mbit/s
2016-02-06 22:30:01,8.39 Mbit/s
2016-02-06 22:45:03,12.64 Mbit/s
2016-02-06 22:45:02,12.64 Mbit/s
2016-02-06 23:00:01,10.54 Mbit/s
2016-02-06 23:00:02,10.54 Mbit/s
2016-02-06 23:15:02,9.59 Mbit/s
2016-02-06 23:15:01,9.59 Mbit/s
2016-02-06 23:30:01,12.17 Mbit/s
2016-02-06 23:30:02,12.17 Mbit/s
2016-02-06 23:45:01,10.87 Mbit/s
2016-02-06 23:45:02,10.87 Mbit/s
2016-02-07 00:00:02,11.87 Mbit/s
2016-02-07 00:00:01,11.87 Mbit/s
2016-02-07 00:15:01,8.07 Mbit/s
2016-02-07 00:15:02,8.07 Mbit/s
2016-02-07 00:30:02,4.56 Mbit/s
2016-02-07 00:30:01,4.56 Mbit/s
2016-02-07 00:45:02,8.64 Mbit/s
2016-02-07 00:45:02,8.64 Mbit/s
2016-02-07 01:00:01,8.88 Mbit/s
2016-02-07 01:00:02,8.88 Mbit/s
2016-02-07 01:15:01,2.81 Mbit/s
2016-02-07 01:15:02,2.81 Mbit/s
2016-02-07 01:30:02,9.81 Mbit/s
2016-02-07 01:30:01,9.81 Mbit/s
2016-02-07 01:45:02,10.74 Mbit/s
2016-02-07 01:45:02,10.74 Mbit/s
2016-02-07 02:00:02,6.49 Mbit/s
2016-02-07 02:00:02,6.49 Mbit/s
2016-02-07 02:15:01,4.72 Mbit/s
2016-02-07 02:15:02,4.72 Mbit/s
2016-02-07 02:30:02,14.13 Mbit/s
2016-02-07 02:30:02,14.13 Mbit/s
2016-02-07 02:45:02,4.42 Mbit/s
2016-02-07 02:45:02,4.42 Mbit/s
2016-02-07 03:00:02,8.07 Mbit/s
2016-02-07 03:00:01,8.07 Mbit/s
2016-02-07 03:15:01,2.48 Mbit/s
2016-02-07 03:15:02,2.48 Mbit/s
2016-02-07 03:30:01,4.17 Mbit/s
2016-02-07 03:30:02,4.17 Mbit/s
2016-02-07 03:45:01,2.26 Mbit/s
2016-02-07 03:45:02,2.26 Mbit/s
2016-02-07 04:00:02,11.89 Mbit/s
2016-02-07 04:00:02,11.89 Mbit/s
2016-02-07 04:15:02,14.11 Mbit/s
2016-02-07 04:15:01,14.11 Mbit/s
2016-02-07 04:30:01,12.65 Mbit/s
2016-02-07 04:30:02,12.65 Mbit/s
2016-02-07 04:45:02,14.14 Mbit/s
2016-02-07 04:45:01,14.14 Mbit/s
2016-02-07 05:00:02,11.74 Mbit/s
2016-02-07 05:00:01,11.74 Mbit/s
2016-02-07 05:15:02,13.34 Mbit/s
2016-02-07 05:15:01,13.34 Mbit/s
2016-02-07 05:30:02,9.32 Mbit/s
2016-02-07 05:30:02,9.32 Mbit/s
2016-02-07 05:45:03,8.10 Mbit/s
2016-02-07 05:45:02,8.10 Mbit/s
2016-02-07 06:00:02,12.66 Mbit/s
2016-02-07 06:00:01,12.66 Mbit/s
2016-02-07 06:15:03,11.67 Mbit/s
2016-02-07 06:15:02,11.67 Mbit/s
2016-02-07 06:30:01,14.13 Mbit/s
2016-02-07 06:30:02,14.13 Mbit/s
2016-02-07 06:45:02,6.55 Mbit/s
2016-02-07 06:45:02,6.55 Mbit/s
2016-02-07 07:00:02,12.69 Mbit/s
2016-02-07 07:00:02,12.69 Mbit/s
2016-02-07 07:15:03,10.96 Mbit/s
2016-02-07 07:15:02,10.96 Mbit/s
2016-02-07 07:30:02,14.11 Mbit/s
2016-02-07 07:30:02,14.11 Mbit/s
2016-02-07 07:45:03,7.90 Mbit/s
2016-02-07 07:45:02,7.90 Mbit/s
2016-02-07 08:00:02,13.98 Mbit/s
2016-02-07 08:00:01,13.98 Mbit/s
2016-02-07 08:15:02,10.86 Mbit/s
2016-02-07 08:15:01,10.86 Mbit/s
2016-02-07 08:30:02,8.43 Mbit/s
2016-02-07 08:30:02,8.43 Mbit/s
2016-02-07 08:45:02,14.12 Mbit/s
2016-02-07 08:45:02,14.12 Mbit/s
2016-02-07 09:00:02,8.07 Mbit/s
2016-02-07 09:00:01,8.07 Mbit/s
2016-02-07 09:15:03,8.02 Mbit/s
2016-02-07 09:15:02,8.02 Mbit/s
2016-02-07 09:30:01,2.80 Mbit/s
2016-02-07 09:30:02,2.80 Mbit/s
2016-02-07 09:45:02,6.46 Mbit/s
2016-02-07 09:45:01,6.46 Mbit/s
2016-02-07 10:00:02,1.86 Mbit/s
2016-02-07 10:00:02,1.86 Mbit/s
2016-02-07 10:15:02,12.20 Mbit/s
2016-02-07 10:15:01,12.20 Mbit/s
2016-02-07 10:30:01,7.33 Mbit/s
2016-02-07 10:30:02,7.33 Mbit/s
2016-02-07 10:45:03,2.89 Mbit/s
2016-02-07 10:45:02,2.89 Mbit/s
2016-02-07 11:00:01,5.46 Mbit/s
2016-02-07 11:00:02,5.46 Mbit/s
2016-02-07 11:15:02,9.76 Mbit/s
2016-02-07 11:15:01,9.76 Mbit/s
2016-02-07 11:30:02,8.56 Mbit/s
2016-02-07 11:30:02,8.56 Mbit/s
2016-02-07 11:45:03,14.07 Mbit/s
2016-02-07 11:45:02,14.07 Mbit/s
2016-02-07 12:00:02,14.03 Mbit/s
2016-02-07 12:00:01,14.03 Mbit/s
2016-02-07 12:15:03,11.58 Mbit/s
2016-02-07 12:15:02,11.58 Mbit/s
2016-02-07 12:30:01,13.25 Mbit/s
2016-02-07 12:30:02,13.25 Mbit/s
2016-02-07 12:45:02,8.07 Mbit/s
2016-02-07 12:45:02,8.07 Mbit/s
2016-02-07 13:00:02,8.67 Mbit/s
2016-02-07 13:00:02,8.67 Mbit/s
2016-02-07 13:15:02,10.42 Mbit/s
2016-02-07 13:15:01,10.42 Mbit/s
2016-02-07 13:30:01,10.68 Mbit/s
2016-02-07 13:30:02,10.68 Mbit/s
